statut_pdc;arrondissement;nom_station;nbre_pdc;date_mise_en_service;coordonneesxy
En service;17e Arrondissement;Paris | Rue Brémontier 19;7;2021-12-14T14:17:02+00:00;48.884953, 2.3035011
En service;17e Arrondissement;Paris | Rue Brémontier 19;7;2021-12-14T14:16:19+00:00;48.884953, 2.3035011
En service;16e Arrondissement;Paris | Rue du Ranelagh 33;6;2021-11-09T11:02:54+00:00;48.853813, 2.2768772
En service;16e Arrondissement;Paris | Rue Pétrarque 2;4;2021-11-09T10:56:39+00:00;48.861294, 2.28423
En service;15e Arrondissement;Paris | Avenue du Maine 4;6;2021-11-03T09:18:21+00:00;48.844707, 2.3198109
En service;15e Arrondissement;Paris | Rue Sébastien Mercier 44;6;2021-11-03T09:05:13+00:00;48.84391, 2.279693
En service;13e Arrondissement;Paris | Rue de Tolbiac 245;6;2022-06-17T07:59:37+00:00;48.826233, 2.34245
En service;12e Arrondissement;Paris | ter Rue de Picpus 122;6;2023-03-29T11:19:07+00:00;48.837315, 2.4022446
En service;12e Arrondissement;Paris | ter Rue de Picpus 122;6;2023-03-29T11:18:08+00:00;48.837315, 2.4022446
En service;13e Arrondissement;Paris | Rue Marie-Andrée Lagroua Weil-Halle 2;4;2021-11-03T09:08:50+00:00;48.82764, 2.3810866
En service;12e Arrondissement;Paris | Rue de Pommard 7;4;2021-10-26T14:03:06+00:00;48.835518, 2.3850355
En service;12e Arrondissement;Paris | Rue de Pommard 7;4;2021-10-26T14:05:06+00:00;48.835518, 2.3850355
En service;12e Arrondissement;Paris | boulevard de Picpus 7;7;2021-11-09T11:04:15+00:00;48.840687, 2.400428
En service;12e Arrondissement;Paris | boulevard de Picpus 7;7;2021-11-09T11:02:57+00:00;48.840687, 2.400428
En service;12e Arrondissement;Paris | cours de Vincennes 120;4;2021-12-08T09:18:43+00:00;48.846306, 2.410751
En service;12e Arrondissement;Paris | Rue des Pirogues de Bercy 44;7;2021-10-12T15:29:10+00:00;48.833412, 2.388111
En service;10e Arrondissement;Paris | Rue de Paradis  28;6;2021-12-14T14:23:05+00:00;48.875076, 2.352321
En service;07e Arrondissement;Paris | Boulevard des Invalides  21;6;2021-12-14T14:25:59+00:00;48.85582, 2.3152447
En service;05e Arrondissement;Paris | Rue Henri Barbusse 25;6;2022-07-13T07:30:44+00:00;48.8415, 2.338973
En service;06e Arrondissement;Paris | Rue Joseph Bara 15;5;2021-10-19T15:48:19+00:00;48.84189, 2.333149
En service;Paris centre;Paris | Rue Sainte-Croix de la Bretonnerie 37;4;2021-10-12T15:39:51+00:00;48.858505, 2.3543751
En service;Paris centre;Paris | Rue de Turenne 98;5;2021-10-12T15:32:39+00:00;48.86235, 2.3648512
En service;20e Arrondissement;Paris | Rue Frédéric Loliée 5;6;2021-09-29T10:17:11+00:00;48.8495, 2.4062
En service;19e Arrondissement;Paris | Rue de Crimée 8;5;2021-09-29T09:58:38+00:00;48.8777, 2.3916
En service;19e Arrondissement;Paris | Rue de Botzaris 16;6;2021-09-14T15:41:50+00:00;48.8769, 2.3812
En service;17e Arrondissement;Paris | Avenue de Clichy 181 quater;4;2021-09-14T15:04:17+00:00;48.8935, 2.3148
En service;17e Arrondissement;Paris | Rue des Batignolles 27;4;2022-08-10T14:58:07+00:00;48.8847, 2.3213
En service;17e Arrondissement;Paris | Rue de Courcelles 210;6;2021-09-14T13:54:20+00:00;48.8867, 2.2955
En service;16e Arrondissement;Paris | Avenue Georges Mandel 42 bis;6;2021-09-01T00:00:00+00:00;48.864, 2.2806
En service;16e Arrondissement;Paris | Place des États-Unis 16;5;2021-09-01T07:19:24+00:00;48.8685, 2.2927
En service;16e Arrondissement;Paris | Place des États-Unis 16;5;2021-09-01T07:19:19+00:00;48.8685, 2.2927
En service;15e Arrondissement;Paris | Rue Balard 108;6;2021-09-07T10:15:57+00:00;48.8373, 2.2787
En service;15e Arrondissement;Paris | Rue Balard 108;6;2021-09-07T10:16:05+00:00;48.8373, 2.2787
En service;15e Arrondissement;Paris | Boulevard de Grenelle 139;6;2021-11-16T16:16:24+00:00;48.8483, 2.301
En service;15e Arrondissement;Paris | Rue de Cronstadt 2;4;2021-09-07T10:10:39+00:00;48.8349, 2.3026
En service;15e Arrondissement;Paris | Rue Houdart de Lamotte 2;6;2021-08-11T11:02:03+00:00;48.8407, 2.2876
En service;15e Arrondissement;Paris | Rue du Docteur Finlay 43;7;2022-02-10T10:32:19+00:00;48.8512, 2.2913
En service;15e Arrondissement;Paris | Rue Jean Sicard 1;7;2021-08-11T10:57:27+00:00;48.8287, 2.2989
En service;15e Arrondissement;Paris | Rue Jean Sicard 1;7;2021-08-11T10:57:13+00:00;48.8287, 2.2989
En service;15e Arrondissement;Paris | Rue Jean Sicard 1;7;2021-08-11T10:57:19+00:00;48.8287, 2.2989
En service;18e Arrondissement;Paris | Rue Marcadet 150;7;2021-08-05T09:08:15+00:00;48.8913, 2.3385
En service;18e Arrondissement;Paris | Rue Marcadet 150;7;2021-08-05T09:06:50+00:00;48.8913, 2.3385
En service;19e Arrondissement;Paris | Rue d'Aubervilliers 126;7;2021-08-05T08:56:37+00:00;48.8917, 2.3691
En service;19e Arrondissement;Paris | Rue d'Aubervilliers 126;7;2021-08-05T08:57:04+00:00;48.8917, 2.3691
En service;13e Arrondissement;Paris | Rue Gouthière 12;6;2021-09-29T10:09:14+00:00;48.820423, 2.3512075
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 2;6;2021-08-26T16:28:00+00:00;48.83951, 2.3301675
En service;12e Arrondissement;Paris | Avenue Émile Laurent 1;7;2021-08-25T15:41:41+00:00;48.84071, 2.409631
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:43+00:00;48.82315, 2.3753989
En service;11e Arrondissement;Paris | Rue Faidherbe 27;5;2021-08-25T16:14:19+00:00;48.852573, 2.3830369
En service;08e Arrondissement;Paris | Rue François 1er 38;6;2021-09-21T13:14:23+00:00;48.86821, 2.3046348
En service;08e Arrondissement;Paris | Rue de Courcelles 69;7;2021-09-14T13:58:58+00:00;48.87835, 2.3044934
En service;Paris centre;Paris | Quai du Marché Neuf 8;6;2021-08-17T09:57:23+00:00;48.8542, 2.345341
En service;05e Arrondissement;Paris | Rue Monge 58;5;2021-08-11T10:26:59+00:00;48.84443, 2.3522773
En service;05e Arrondissement;Paris | Rue Dante 1;4;2021-08-11T10:16:43+00:00;48.851387, 2.3472476
En service;Paris centre;Paris | Quai de Béthune 36;5;2021-08-11T10:18:39+00:00;48.851254, 2.3564553
En service;Paris centre;Paris | Rue Dalayrac 19;5;2021-08-17T09:51:23+00:00;48.86818, 2.335097
En service;20e Arrondissement;Paris | Rue Monte Cristo 24;6;2021-07-21T16:03:38+00:00;48.855225, 2.3984911
En service;20e Arrondissement;Paris | Rue de Bagnolet 142;6;2021-07-21T16:00:13+00:00;48.86143, 2.4056437
En service;09e Arrondissement;Paris | Rue Victor Massé 35;5;2021-07-21T00:00:00+00:00;48.88109, 2.336666
En service;17e Arrondissement;Paris | Rue de la Jonquière 66;4;2021-07-13T12:11:45+00:00;48.894165, 2.3211582
En service;15e Arrondissement;Paris | Rue Cotentin 29;7;2022-01-21T14:35:21+00:00;48.838547, 2.312675
En service;16e Arrondissement;Paris | Rue des Eaux  2;5;2021-11-09T11:00:24+00:00;48.85666, 2.2856026
En service;18e Arrondissement;Paris | Rue Fernand Labori  1;7;2021-07-13T12:42:52+00:00;48.898304, 2.3423252
En service;15e Arrondissement;Paris | Rue Vasco de Gama  74;4;2021-07-22T15:06:47+00:00;48.835426, 2.2851648
En service;16e Arrondissement;Paris | Avenue Raphaël 20;6;2021-07-12T13:39:42+00:00;48.85926, 2.267881
En service;15e Arrondissement;Paris | Rue Miollis 21;7;2021-07-13T14:30:15+00:00;48.845806, 2.3038075
En service;13e Arrondissement;Paris | Boulevard Arago 52;5;2021-06-17T14:45:46+00:00;48.835163, 2.3446052
En service;17e Arrondissement;Paris | Place du Général Koënig 12;6;2021-06-24T14:06:54+00:00;48.88112, 2.284095
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:33:38+00:00;48.83186, 2.372548
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:33:24+00:00;48.83186, 2.372548
En service;12e Arrondissement;Paris | Boulevard Diderot 73;5;2021-06-18T09:42:55+00:00;48.84733, 2.3856323
En service;11e Arrondissement;Paris | Avenue de Taillebourg 2;6;2021-06-24T16:02:32+00:00;48.84948, 2.397761
En service;11e Arrondissement;Paris | Avenue Philippe Auguste 126;5;2021-06-24T15:54:09+00:00;48.857796, 2.390264
En service;05e Arrondissement;Paris | bis Rue Valette 2;7;2021-06-30T13:18:58+00:00;48.848, 2.3469365
En service;20e Arrondissement;Paris | Rue Sorbier  14;6;2021-11-25T13:04:02+00:00;48.86732, 2.3906963
En service;19e Arrondissement;Paris | Rue Botzaris 76;4;2021-06-04T15:10:17+00:00;48.879482, 2.388647
En service;12e Arrondissement;Paris | Rue du Charolais 2;6;2021-07-01T10:25:28+00:00;48.83919, 2.387853
En service;12e Arrondissement;Paris | Rue du Charolais 2;6;2021-07-01T10:25:09+00:00;48.83919, 2.387853
En service;09e Arrondissement;Paris | Rue d'Aumale  28;4;2021-06-10T10:14:20+00:00;48.878643, 2.3347774
En service;08e Arrondissement;Paris | Avenue de Friedland 42;4;2021-06-10T08:25:47+00:00;48.874165, 2.2976358
En service;08e Arrondissement;Paris | Rue Pierre Charron  62;4;2022-07-29T00:00:00+00:00;48.869644, 2.3036203
En service;07e Arrondissement;Paris | Avenue de Ségur  55;6;2021-06-17T13:04:27+00:00;48.849297, 2.3077698
En service;07e Arrondissement;Paris | Rue Duroc  2;7;2021-06-30T08:47:09+00:00;48.84828, 2.315725
En service;05e Arrondissement;Paris | Rue Clovis  20;3;2021-05-28T14:40:04+00:00;48.846325, 2.348415
En service;Paris centre;Paris | Boulevard Bourdon 9;6;2021-05-28T15:53:41+00:00;48.848423, 2.366004
En service;16e Arrondissement;Paris | Rue Molitor 16;6;2021-04-01T07:03:48+00:00;48.845284, 2.2640333
En service;17e Arrondissement;Paris | Rue de Courcelles 83;3;2021-03-15T14:42:17+00:00;48.879654, 2.302442
En service;16e Arrondissement;Paris | Rue Chardon Lagache 2;3;2021-03-15T14:42:15+00:00;48.84676, 2.268339
En service;16e Arrondissement;Paris | Avenue Victor Hugo 45;3;2021-03-15T14:42:13+00:00;48.871464, 2.289894
En service;13e Arrondissement;Paris | Rue Regnault 118;3;2021-03-15T14:42:03+00:00;48.82312, 2.367798
En service;12e Arrondissement;Paris | Boulevard Diderot 126;3;2021-06-01T13:23:29+00:00;48.847446, 2.38804
En service;11e Arrondissement;Paris | Rue Saint-Maur 94;3;2021-03-15T14:41:58+00:00;48.865356, 2.377939
En service;05e Arrondissement;Paris | Place du Panthéon 17;3;2021-03-15T14:41:50+00:00;48.845715, 2.345032
En service;08e Arrondissement;Paris | SAEMES Parking Saint-Augustin;15;2024-03-19T09:41:52+00:00;48.87577, 2.320347
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:25:05+00:00;48.846973, 2.2558389
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-10-19T16:24:46+00:00;48.846973, 2.2558389
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-05-17T07:01:40+00:00;48.856796, 2.3538697
En service;Paris centre;Paris | SAGS Parking Lobau;21;2022-07-29T07:22:35+00:00;48.856796, 2.3538697
En service;15e Arrondissement;Paris | Place du Commerce 5;5;2021-11-09T11:05:13+00:00;48.84545, 2.292136
En service;20e Arrondissement;Paris | Rue Sorbier 40;5;2021-12-01T10:11:16+00:00;48.865685, 2.392972
En service;20e Arrondissement;Paris | Rue du Télégraphe 16;5;2021-12-01T10:17:31+00:00;48.87233, 2.39951
En service;19e Arrondissement;Paris | Rue Manin 1;4;2021-11-16T16:32:33+00:00;48.8766, 2.3790176
En service;18e Arrondissement;Paris | Rue Sofia 16;6;2021-12-01T10:22:11+00:00;48.885006, 2.3475914
En service;18e Arrondissement;Paris | Avenue Rachel 1;5;2021-12-01T10:28:12+00:00;48.884415, 2.3305461
En service;17e Arrondissement;Paris | Avenue Carnot 28;6;2021-11-23T16:32:04+00:00;48.87683, 2.2928
En service;17e Arrondissement;Paris | Avenue de la Porte de Villiers 28;6;2021-12-01T09:51:28+00:00;48.885426, 2.2849722
En service;17e Arrondissement;Paris | Rue Navier 47;6;2021-11-23T16:23:51+00:00;48.895756, 2.3242009
En service;15e Arrondissement;Paris | Avenue du Maine 4;6;2021-11-03T09:17:43+00:00;48.844707, 2.3198109
En service;15e Arrondissement;Paris | Rue Olier 15;5;2021-11-03T09:07:31+00:00;48.835197, 2.2914295
En service;14e Arrondissement;Paris | Boulevard Jourdan 26;7;2021-10-19T15:18:46+00:00;48.82076, 2.3370783
En service;14e Arrondissement;Paris | Avenue de la Porte de Montrouge 8;6;2021-10-26T14:01:22+00:00;48.82306, 2.322823
En service;13e Arrondissement;Paris | Rue de Tolbiac 41;6;2021-12-08T09:16:04+00:00;48.827972, 2.372195
En service;12e Arrondissement;Paris | ter Rue de Picpus 122;6;2023-03-29T11:19:38+00:00;48.837315, 2.4022446
En service;12e Arrondissement;Paris | Rue Claude Decaen 26;7;2021-10-12T15:21:09+00:00;48.83519, 2.4002905
En service;10e Arrondissement;Paris | boulevard de la Villette  55;5;2021-11-23T16:26:10+00:00;48.87565, 2.372715
En service;08e Arrondissement;Paris | Rue Tronchet 19;6;2021-10-26T14:18:24+00:00;48.87236, 2.326167
En service;07e Arrondissement;Paris | boulevard Saint-Germain 188;4;2021-10-19T15:29:22+00:00;48.85461, 2.329982
En service;05e Arrondissement;Paris | Rue Henri Barbusse 25;6;2022-07-13T07:31:41+00:00;48.8415, 2.338973
En service;06e Arrondissement;Paris | Rue Péguy 2;6;2021-11-16T16:28:40+00:00;48.843006, 2.3280363
En service;20e Arrondissement;Paris | Boulevard Mortier 15;5;2021-09-29T10:00:28+00:00;48.8657, 2.4087
En service;19e Arrondissement;Paris | Rue de Crimée 82;6;2021-09-21T13:22:25+00:00;48.8824, 2.3866
En service;17e Arrondissement;Paris | Avenue de la Grande Armée 40;4;2021-09-21T12:57:25+00:00;48.876, 2.2884
En service;16e Arrondissement;Paris | Rue d'Auteuil 55;6;2021-09-14T14:08:41+00:00;48.8478, 2.2636
En service;17e Arrondissement;Paris | Rue de Courcelles 210;6;2021-09-14T13:54:14+00:00;48.8867, 2.2955
En service;18e Arrondissement;Paris | Rue Navier 1;5;2021-09-07T09:42:10+00:00;48.8955, 2.3283
En service;16e Arrondissement;Paris | Boulevard Émile Augier 20;4;2021-09-14T14:06:00+00:00;48.8603, 2.274
En service;16e Arrondissement;Paris | Boulevard Exelmans 77;4;2021-09-07T10:23:32+00:00;48.8433, 2.2595
En service;16e Arrondissement;Paris | Avenue Georges Mandel 42 bis;6;2021-09-01T00:00:00+00:00;48.864, 2.2806
En service;15e Arrondissement;Paris | Rue de l'Arrivée 16;6;2021-09-01T07:48:25+00:00;48.8432, 2.3217
En service;19e Arrondissement;Paris | Rue d'Aubervilliers 126;7;2021-08-05T08:56:59+00:00;48.8917, 2.3691
En service;Paris centre;Paris | Rue Perrée 18;6;2021-08-26T11:05:00+00:00;48.86502, 2.360503
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 2;6;2021-08-26T16:28:10+00:00;48.83951, 2.3301675
En service;14e Arrondissement;Paris | Boulevard Edgar Quinet 2;6;2021-08-26T16:28:17+00:00;48.83951, 2.3301675
En service;14e Arrondissement;Paris | Rue Boulard 1;6;2021-08-26T16:30:33+00:00;48.834854, 2.3297832
En service;12e Arrondissement;Paris | Avenue Émile Laurent 1;7;2021-08-25T15:41:25+00:00;48.84071, 2.409631
En service;11e Arrondissement;Paris | Rue Faidherbe 27;5;2021-08-25T16:15:25+00:00;48.852573, 2.3830369
En service;10e Arrondissement;Paris | Rue du Château Landon 24;5;2021-08-17T09:34:22+00:00;48.881493, 2.362957
En service;08e Arrondissement;Paris | Rue François 1er 38;6;2021-09-21T13:14:31+00:00;48.86821, 2.3046348
En service;08e Arrondissement;Paris | Rue de Berri 10;6;2021-09-21T13:07:52+00:00;48.872448, 2.3041663
En service;Paris centre;Paris | Quai du Marché Neuf 8;6;2021-08-17T09:57:18+00:00;48.8542, 2.345341
En service;18e Arrondissement;Paris | Rue Custine 17;6;2021-07-21T15:51:08+00:00;48.88836, 2.3480344
En service;19e Arrondissement;Paris | Rue Jacques Duchesne 1;6;2021-07-13T13:11:27+00:00;48.898933, 2.3740363
En service;16e Arrondissement;Paris | Avenue de Versailles 112;6;2021-07-22T15:14:27+00:00;48.843792, 2.2698932
En service;15e Arrondissement;Paris | Rue Paul Barruel 44;6;2021-07-13T14:01:05+00:00;48.837364, 2.3059905
En service;15e Arrondissement;Paris | Place Etienne Pernet  26;6;2021-07-01T07:49:32+00:00;48.842594, 2.2920513
En service;15e Arrondissement;Paris | Rue Miollis 21;7;2021-07-13T14:29:56+00:00;48.845806, 2.3038075
En service;12e Arrondissement;Paris | Avenue de Saint-Mandé 94;6;2021-07-27T00:00:00+00:00;48.8444, 2.407044
En service;12e Arrondissement;Paris | Avenue de Saint-Mandé 94;6;2021-07-27T13:05:07+00:00;48.8444, 2.407044
En service;20e Arrondissement;Paris | Boulevard de Charonne 158;6;2021-06-23T17:10:41+00:00;48.856915, 2.3941433
En service;13e Arrondissement;Paris | Rue Nationale  77;5;2021-06-24T11:27:12+00:00;48.826855, 2.3665764
En service;11e Arrondissement;Paris | Rue du Commandant Lamy 2;4;2021-06-23T13:45:54+00:00;48.85579, 2.374203
En service;08e Arrondissement;Paris | Rue de Rome  73;6;2021-06-17T11:36:28+00:00;48.881832, 2.32056
En service;Paris centre;Paris | Rue Bertin Poirée 14;6;2021-07-07T08:49:38+00:00;48.85881, 2.3449502
En service;15e Arrondissement;Paris | Rue Lacordaire 56;7;2021-09-14T14:11:48+00:00;48.841404, 2.28136
En service;15e Arrondissement;Paris | Rue Lacordaire 56;7;2021-09-14T14:11:55+00:00;48.841404, 2.28136
En service;08e Arrondissement;Paris | Rue Pierre Charron  62;4;2021-06-03T15:12:17+00:00;48.869644, 2.3036203
En service;07e Arrondissement;Paris | Rue Duroc  2;7;2021-06-30T08:46:56+00:00;48.84828, 2.315725
En service;07e Arrondissement;Paris | Avenue Bosquet  41;5;2021-06-03T14:18:46+00:00;48.858295, 2.3041859
En service;07e Arrondissement;Paris | Avenue Bosquet  41;5;2021-06-03T14:16:58+00:00;48.858295, 2.3041859
En service;05e Arrondissement;Paris | Rue Clovis  20;3;2021-05-28T14:40:37+00:00;48.846325, 2.348415
En service;06e Arrondissement;Paris | Rue Lobineau 9;5;2021-05-12T00:00:00+00:00;48.8516, 2.3361368
En service;17e Arrondissement;Paris | Rue de Rome 81;3;2021-03-15T14:42:17+00:00;48.882717, 2.319768
En service;17e Arrondissement;Paris | Avenue de la Porte de Villiers 2;3;2022-03-07T10:12:01+00:00;48.88328, 2.286938
En service;15e Arrondissement;Paris | Avenue Emile Zola 18;3;2021-03-15T14:42:06+00:00;48.846214, 2.279884
En service;12e Arrondissement;Paris | Rue Changarnier 4;3;2021-03-26T08:42:17+00:00;48.845264, 2.411238
En service;12e Arrondissement;Paris | Rue Baron le Roy 53;3;2021-03-15T14:41:59+00:00;48.833603, 2.389173
En service;12e Arrondissement;Paris | Cours de Vincennes 66;3;2021-03-15T14:41:59+00:00;48.847485, 2.401736
En service;Paris centre;Paris | Boulevard du Temple 27;3;2021-03-15T14:41:57+00:00;48.865097, 2.36554
En service;08e Arrondissement;Paris | Rue Louis Murat 2;3;2021-03-15T14:41:56+00:00;48.875854, 2.309542
En service;06e Arrondissement;Paris | Rue de Medicis 11;3;2021-04-14T10:12:20+00:00;48.84824, 2.339865
En service;06e Arrondissement;Paris | Rue Danton 7;3;2021-03-15T14:41:51+00:00;48.85246, 2.341483
En service;Paris centre;Paris | Quai du Marché Neuf 4;3;2022-06-15T11:48:46+00:00;48.854057, 2.34556
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2023-12-28T15:32:15+00:00;48.846973, 2.2558389
En service;16e Arrondissement;Paris | SAEMES Parking Porte d'Auteuil;15;2022-09-21T00:00:00+00:00;48.846973, 2.2558389
En service;20e Arrondissement;Paris | Rue des Pyrénées 137;6;2021-11-03T09:11:39+00:00;48.85844, 2.402911
En service;16e Arrondissement;Paris | Rue de la Pompe 137;7;2021-11-03T08:59:54+00:00;48.867313, 2.280347
En service;16e Arrondissement;Paris | Rue Rémusat 8;6;2021-10-19T15:16:22+00:00;48.847847, 2.272306
En service;16e Arrondissement;Paris | Avenue Victor Hugo 180;6;2021-11-16T16:11:15+00:00;48.865818, 2.2762194
En service;16e Arrondissement;Paris | Avenue Victor Hugo 60;6;2021-11-16T16:03:23+00:00;48.870342, 2.286851
En service;16e Arrondissement;Paris | Avenue Victor Hugo 60;6;2021-11-16T16:03:43+00:00;48.870342, 2.286851
En service;15e Arrondissement;Paris | Rue Mademoiselle 67;5;2021-11-25T12:47:21+00:00;48.84348, 2.2994812
En service;15e Arrondissement;Paris | Rue de Vouillé 47;4;2021-11-09T10:52:40+00:00;48.83389, 2.3081343
En service;15e Arrondissement;Paris | Avenue de Suffren 78;5;2021-11-03T09:15:54+00:00;48.851833, 2.2997985
En service;14e Arrondissement;Paris | Rue Raymond Losserand 145;7;2021-10-19T15:35:30+00:00;48.83126, 2.313088
En service;13e Arrondissement;Paris | boulevard Vincent Auriol 143;6;2021-10-26T14:01:24+00:00;48.832825, 2.36241
En service;13e Arrondissement;Paris | Rue de Tolbiac 245;6;2022-06-17T08:00:11+00:00;48.826233, 2.34245
En service;12e Arrondissement;Paris | boulevard de Bercy 5;7;2021-10-12T15:34:15+00:00;48.84036, 2.378739
En service;13e Arrondissement;Paris | Rue Marie-Andrée Lagroua Weil-Halle 2;4;2021-11-03T09:08:35+00:00;48.82764, 2.3810866
En service;11e Arrondissement;Paris | Rue Roubo 1;5;2021-11-23T16:32:18+00:00;48.849968, 2.387246
En service;10e Arrondissement;Paris | Rue Rocroy 15;4;2021-11-23T16:21:57+00:00;48.880123, 2.3509617
En service;09e Arrondissement;Paris | boulevard Rochechouart 31;7;2021-11-16T16:38:29+00:00;48.882973, 2.345487
En service;07e Arrondissement;Paris | Rue de Martignac 2;6;2021-10-19T15:35:29+00:00;48.859367, 2.3195393
En service;05e Arrondissement;Paris | Rue Paul Painlevé 7;5;2021-10-12T15:48:28+00:00;48.849903, 2.3444285
En service;06e Arrondissement;Paris | Rue Péguy 2;6;2021-11-16T16:28:23+00:00;48.843006, 2.3280363
En service;Paris centre;Paris | Rue Neuve Saint-Pierre 2;5;2021-10-12T15:47:17+00:00;48.853573, 2.363958
En service;20e Arrondissement;Paris | Boulevard de Charonne 52;6;2021-09-29T10:14:15+00:00;48.8519, 2.3982
En service;17e Arrondissement;Paris | Rue Georges Berger 2;6;2021-09-14T14:48:27+00:00;48.8809, 2.3099
En service;16e Arrondissement;Paris | Boulevard Murat 157;6;2021-09-07T10:21:46+00:00;48.8379, 2.2628
En service;16e Arrondissement;Paris | Boulevard Murat 157;6;2021-09-07T10:21:38+00:00;48.8379, 2.2628
En service;15e Arrondissement;Paris |  Avenue Émile Zola 143;6;2021-09-07T10:12:46+00:00;48.8472, 2.2953
En service;15e Arrondissement;Paris | Rue Houdart de Lamotte 2;6;2021-08-11T11:02:08+00:00;48.8407, 2.2876
En service;15e Arrondissement;Paris | Rue du Docteur Finlay 43;7;2022-02-10T10:32:05+00:00;48.8512, 2.2913
En service;15e Arrondissement;Paris | Rue Jean Sicard 1;7;2021-08-11T10:57:23+00:00;48.8287, 2.2989
En service;18e Arrondissement;Paris | Rue Marcadet 150;7;2021-08-05T09:06:58+00:00;48.8913, 2.3385
En service;19e Arrondissement;Paris | Rue d'Aubervilliers 126;7;2021-08-05T08:56:43+00:00;48.8917, 2.3691
En service;13e Arrondissement;Paris | Rue Fernand Braudel 21;4;2021-10-06T15:34:23+00:00;48.83623, 2.3724644
En service;12e Arrondissement;Paris | Avenue Émile Laurent 1;7;2021-08-25T15:42:47+00:00;48.84071, 2.409631
En service;14e Arrondissement;Paris | Rue Castagnou 10;7;2021-09-06T15:35:12+00:00;48.83273, 2.32608
En service;13e Arrondissement;Paris | Rue Darmesteter 12;7;2021-09-14T14:14:25+00:00;48.82315, 2.3753989
En service;12e Arrondissement;Paris | Rue Fabre d'Églantine 2;5;2021-08-25T15:55:37+00:00;48.845577, 2.3953738
En service;12e Arrondissement;Paris | Boulevard de la Bastille 20;6;2021-09-01T07:37:13+00:00;48.84837, 2.367915
En service;06e Arrondissement;Paris | Rue de Fleurus 2;6;2021-08-26T16:24:32+00:00;48.847107, 2.332121
En service;09e Arrondissement;Paris | Rue de la Chaussée d'Antin 5;5;2021-08-26T16:21:41+00:00;48.871643, 2.3338861
En service;07e Arrondissement;Paris | Rue du Bac 142;5;2021-08-17T10:06:35+00:00;48.85082, 2.3237967
En service;Paris centre;Paris | Boulevard Beaumarchais 87;6;2022-04-22T12:45:27+00:00;48.858967, 2.36738
En service;Paris centre;Paris | Rue Etienne Marcel  36;5;2021-08-11T10:20:54+00:00;48.86502, 2.344388
En service;20e Arrondissement;Paris | Rue Monte Cristo 24;6;2021-07-21T16:04:21+00:00;48.855225, 2.3984911
En service;Paris centre;Paris | Rue des Pyramides 12;6;2021-09-21T13:29:50+00:00;48.86486, 2.3329713
En service;16e Arrondissement;Paris | Avenue de Versailles  53;5;2021-07-22T15:24:31+00:00;48.847862, 2.2745266
En service;15e Arrondissement;Paris | Rue de la Fédération 10;6;2021-07-13T14:45:25+00:00;48.85482, 2.2904053
En service;16e Arrondissement;Paris | square Tolstoï 2;6;2021-07-22T15:34:52+00:00;48.8531, 2.261698
En service;16e Arrondissement;Paris | Rue Jean de la Fontaine 42;4;2021-07-09T12:33:32+00:00;48.850998, 2.2719011
En service;16e Arrondissement;Paris | Rue Jean de la Fontaine 42;4;2021-07-09T12:33:53+00:00;48.850998, 2.2719011
En service;15e Arrondissement;Paris | Place Etienne Pernet  26;6;2021-07-01T07:49:54+00:00;48.842594, 2.2920513
En service;19e Arrondissement;Paris | Avenue de Flandre 61;7;2021-07-12T13:51:44+00:00;48.888195, 2.37308
En service;19e Arrondissement;Paris | Avenue de Flandre 61;7;2021-07-12T13:51:32+00:00;48.888195, 2.37308
En service;19e Arrondissement;Paris | Avenue de Flandre 61;7;2021-07-12T13:51:25+00:00;48.888195, 2.37308
En service;07e Arrondissement;Paris | Rue de Bellechasse 5;5;2021-07-07T08:26:17+00:00;48.85988, 2.3245049
En service;13e Arrondissement;Paris | Rue de Chevaleret 131;7;2021-07-12T13:33:32+00:00;48.83186, 2.372548
En service;13e Arrondissement;Paris | Rue Nationale  77;5;2021-06-24T11:27:27+00:00;48.826855, 2.3665764
En service;05e Arrondissement;Paris | bis Rue Valette 2;7;2021-06-30T13:19:25+00:00;48.848, 2.3469365
En service;05e Arrondissement;Paris | bis Rue Valette 2;7;2021-06-30T13:18:25+00:00;48.848, 2.3469365
En service;09e Arrondissement;Paris | Rue Paul Escudier  2;6;2021-06-25T12:03:23+00:00;48.880642, 2.3317475
En service;Paris centre;Paris | Rue Bertin Poirée 14;6;2021-07-08T10:51:00+00:00;48.85881, 2.3449502
En service;20e Arrondissement;Paris | Rue Sorbier  14;6;2021-11-25T13:05:16+00:00;48.86732, 2.3906963
En service;19e Arrondissement;Paris | Rue Botzaris 76;4;2021-06-04T15:10:40+00:00;48.879482, 2.388647
